id	word	phonetic	definition	example	translation	source
1429	draft	[dræft]	n. 汇票；草稿；选派；（尤指房间、烟囱、炉子等供暖系统中的）（小股）气流 / vt. 起草；制定；征募 / vi. 拟稿；绘样；作草图 / adj. 初步画出或（写出）的；（设计、草图、提纲或版本）正在起草中的，草拟的；以草稿形式的；草图的	She drafts her drawing in pencil before doing the real one with pen.	在用钢笔勾线之前她用铅笔画草图。	Anki 高频单词6262
1430	daily	['deɪli]	n. 日报；朝来夜去的女佣 / adj. 日常的；每日的 / adv. 日常地；每日；天天 / n. (Daily)人名；(英)戴利	I like to read the daily paper every morning.	我喜欢在每天早上读日报。	Anki 高频单词6262
1431	damage	['dæmɪdʒ]	vi. 损害；损毁 / vt. 损害，毁坏 / n. 损害；损毁；赔偿金	I damaged my car when I drove off the road.	当我开下马路时撞毁了车。	Anki 高频单词6262
1432	damaging	['dæmɪdʒɪŋ]	v. 破坏（damage的现在分词形式）；损害 / adj. 有破坏性的，损害的；诽谤的	Too much sun can be damaging to your skin.	过多的阳光可能会损害你的皮肤。	Anki 高频单词6262
1433	damp	[dæmp]	n. 潮湿，湿气 / adj. 潮湿的 / vt. 使潮湿；使阻尼；使沮丧，抑制 / vi. 减幅，阻尼；变潮湿	London is damp and wet.	伦敦很潮湿。	Anki 高频单词6262
1434	dance	[dæns]	n. 舞蹈；舞会；舞曲 / adj. 舞蹈的；用于跳舞的 / vt. 跳舞；使跳跃 / vi. 跳舞；跳跃；飘扬 / n. (Dance)人名；(英)丹斯；(法)当斯	They often dance with music.	她们常随音乐起舞。	Anki 高频单词6262
1435	dancer	['dænsər]	n. 舞蹈家；舞蹈演员；舞女；跳舞者 / n. (Dancer)人名；(英)丹瑟	The dancer practiced every day before the show.	演出前，舞者每天都练习。	Anki 高频单词6262
1436	dancing	['dænsɪŋ]	n. 跳舞；舞蹈 / v. 跳舞；摇晃（dance的ing形式）	She enjoys dancing with her friends.	她喜欢和朋友们跳舞。	Anki 高频单词6262
1437	danger	['deɪndʒər]	n. 危险；危险物，威胁 / n. (Danger)人名；(法)当热	The man put his life in danger by walking on the rope.	这个男人走绳索时可能会有生命危险。	Anki 高频单词6262
1438	dangerous	['deɪndʒərəs]	adj. 危险的 危险地	It is dangerous for the woman to walk alone at night.	女生晚上独自走夜路很危险。	Anki 高频单词6262
1439	dare	[der]	n. 挑战；挑动 / vt. 敢冒；不惧 / vi. 敢；胆敢 / n. (Dare)人名；(英)戴尔；(意)达雷	He dares to stay on the horse.	他敢待在那匹马背上。	Anki 高频单词6262
1440	dark	[dɑrk]	n. 黑暗；夜；黄昏；模糊 / adj. 黑暗的，深色的；模糊的；无知的；忧郁的 / n. (Dark)人名；(英)达克	I can't see in the dark!	在暗处我不能看见。	Anki 高频单词6262
1441	darkness	['dɑrknəs]	n. 黑暗；模糊；无知；阴郁	I couldn't see anything in the darkness.	我在黑暗中看不见任何东西。	Anki 高频单词6262
1442	darling	[ˈdɑː(r)liŋ]	n. 心爱的人；亲爱的 / n. (Darling)人名；(英)达林	Oh darling! I miss you badly when you are not here.	噢,亲爱的！你不在的时候我真的好想你。	Anki 高频单词6262
1443	dart	[dɑːrt ]	vt. 投掷，投射；使迅速突然移动 / vi. 向前冲，飞奔 / n. 飞镖，标枪；急驰，飞奔；（虫的）螯；飞快的移动 / n. (Dart)人名；(英、芬)达特；(法)达尔	We love to throw darts for fun.	我们喜欢玩投飞镖。	Anki 高频单词6262
1444	dash	[dæʃ]	n. 破折号；冲撞 / vi. 猛冲；撞击 / vt. 使…破灭；猛撞；泼溅 / n. (Dash)人名；(英、印)达什；(蒙)达希	All the racers dash forward.	所有选手向前猛冲。	Anki 高频单词6262
1445	data	['deɪtə]	n. 数据（datum的复数）；资料 / n. (Data)人名；(日)驮太 (姓)；(印、葡)达塔	Please enter the data into the database.	请往资料库中输入数据。	Anki 高频单词6262
1446	database	[ˈdeɪtəˌbeɪs]	n. 数据库，资料库	I'll put all our information into the database.	我会把我们的信息都添加进数据库。	Anki 高频单词6262
1447	date	[deɪt]	n. 日期；约会；年代；枣椰子 / vt. 确定…年代；和…约会 / vi. 过时；注明日期；始于（某一历史时期） / n. (Date)人名；(日)伊达 (姓)；(英)戴特	What's the date today?	今天多少号？	Anki 高频单词6262
1448	date of birth		出生日期	Please write your date of birth on the form.	请在表格上写下你的出生日期。	Anki 高频单词6262
1449	daughter	['dɔtər]	n. 女儿；[遗][农学] 子代 / adj. 女儿的；子代的	She reads to her daughter.	她给她的女儿读书。	Anki 高频单词6262
1450	dawn	[dɔn]	n. 黎明；开端 / vt. 破晓；出现；被领悟 / n. (Dawn)人名；(西)道恩	At dawn, the sun rises over the mountain.	黎明时分，太阳升过山头。	Anki 高频单词6262
1451	day	[deɪ]	n. 一天；时期；白昼 / adj. 日间的；逐日的 / adv. 每天；经常在白天地 / n. (Day)人名；(英、法、西)戴；(越)岱；(阿拉伯、土)达伊	What day is it?	今天是几号？	Anki 高频单词6262
1452	daylight	['deɪ.laɪt]	n. 白天；日光；黎明；公开	If you’re taking pictures in the daylight, you don’t need to use flash.	如果你白天拍照就不需要闪光灯了。	Anki 高频单词6262
1453	daytime	['deɪ.taɪm]	n. 日间，白天	The daytime temperatures in the summer are usually about five degrees warmer.	夏天日间的气温大约比夜间高5摄氏度。	Anki 高频单词6262
1454	day-to-day	[ˌdeɪ tə ˈdeɪ ]	adj. 日常的；逐日的	Reading is part of my day-to-day life.	阅读是我日常生活的一部分。	Anki 高频单词6262
1455	dead	[ded]	n. 死者 / adj. 无生命的；呆板的；废弃了的 / adv. 完全地	The fish is dead.	这条鱼死了。	Anki 高频单词6262
1456	deadline	['ded.laɪn]	n. 截止期限，最后期限	We have to finish all of the work before the deadline.	我们必须在最后期限之前完成所有的工作。	Anki 高频单词6262
1457	deadly	['dedli]	adj. 致命的；非常的；死一般的 / adv. 非常；如死一般地	Smoking can be a deadly habit.	吸烟可以成为一个致命的习惯。	Anki 高频单词6262
1458	deaf	[def]	adj. 聋的	The old man is almost deaf.	这个老人几乎聋了。	Anki 高频单词6262
1459	deal	[dil]	n. 交易；（美）政策；待遇；份量 / vi. 处理；讨论；对待；做生意 / vt. 处理；给予；分配；发牌 / n. (Deal)人名；(英、西)迪尔	I got a good deal on the house.	我低价买到了这套房。	Anki 高频单词6262
1460	dealer	['dilər]	n. 经销商；商人 / n. 发牌员 / n. [俚语]毒品贩子，贩毒者	The car dealer gave us a great deal on our new car.	汽车经销商在我们买这辆新车时给了我们很大的优惠。	Anki 高频单词6262
1461	dealing	['dilɪŋ]	n. 交易；行为	He is good at dealing with difficult problems.	他擅长处理难题。	Anki 高频单词6262
1462	dear	[dɪr]	n. 亲爱的人 / adj. 亲爱的；尊敬的；昂贵的 / adv. 高价地；疼爱地 / int. 哎呀 / n. (Dear)人名；(英、西)迪尔	"""I love you so much,"" the father said to his dear son."	“我非常爱你”，父亲对他亲爱的儿子说。	Anki 高频单词6262
1463	death	[deθ]	n. 死；死亡；死神；毁灭 / n. (Death)人名；(英)迪阿思	The funeral ceremony was for the death of her good friend.	这是她好朋友的葬礼。	Anki 高频单词6262
1464	debate	[diˈbeɪt]	n. 辩论；辩论会 / vt. 辩论，争论，讨论 / vi. 辩论，争论，讨论	They had a debate about who was smarter.	他们有过一场辩论，看看谁更聪明。	Anki 高频单词6262
1465	debt	[det]	n. 债务；借款；罪过	How did I end up with so much credit card debt?	我怎么会有这么多信用卡债务啊？	Anki 高频单词6262
1466	debtor	['detər]	n. 债务人；[会计] 借方	I owe that much? I hate being a debtor!	我欠款那么多？我讨厌做欠债者！	Anki 高频单词6262
1467	debut	[deɪˈbju]	n. 初次登台；开张 / vi. 初次登台 / n. (Debut)人名；(法)德比	The singer's debut was amazing! I hope he keeps playing.	这个歌手初次登台表现不可思议！我希望他能坚持下去。	Anki 高频单词6262
1468	decade	['dekeɪd]	n. 十年，十年期；十	On your tenth birthday, you have had one decade in this world.	在你十岁生日时，你在这个世界上有了一个十年。	Anki 高频单词6262
1469	decay	[dɪ'keɪ]	n. 衰退，[核] 衰减；腐烂，腐朽 / vt. 使腐烂，使腐败；使衰退，使衰落 / vi. 衰退，[核] 衰减；腐烂，腐朽 / n. (Decay)人名；(法)德凯	These oranges have decayed on top.	这些橘子从顶部开始腐烂了。	Anki 高频单词6262
1470	deceive	[dɪ'siv]	v. 欺骗；行骗	He deceived the old man about the contract he was signing	在签合同这件事情上，他欺骗了老人。	Anki 高频单词6262
1471	December	[dɪ'sembər]	n. 十二月	Christmas is celebrated in December.	人们在十二月庆祝圣诞节。	Anki 高频单词6262
1472	decent	['dis(ə)nt]	adj. 正派的；得体的；相当好的	That decent gentleman enjoys his leisure time with wine and cigar.	那个体面的绅士喜欢在闲暇时间里品红酒、抽雪茄。	Anki 高频单词6262
1473	deception	[dɪ'sepʃ(ə)n]	n. 欺骗，欺诈；骗术	Nowadays photos often become “photos of deception”.	现在照片都变成了“照骗”。	Anki 高频单词6262
1474	decide	[dɪ'saɪd]	vi. 决定，下决心 / vt. 决定；解决；判决	I don’t know how to decide in this store.	我不知道在这个店里该如何选择。	Anki 高频单词6262
1475	decision	[dɪ'sɪʒ(ə)n]	n. 决定，决心；决议	I've made my decision to buy this beautiful skirt!	我决定了，买下这条漂亮的裙子！	Anki 高频单词6262
1476	decision-making	[dɪ'sɪʒn'meɪkɪŋ]	n. 决策 / adj. 决策的	Good decision-making takes time and careful thought.	良好的决策需要时间和认真思考。	Anki 高频单词6262
1477	decisive	[dɪ'saɪsɪv]	adj. 决定性的；果断的，坚定的	The referee ordered the player off the field with a decisive gesture.	裁判用决定性的手势判定选手离场。	Anki 高频单词6262
1478	deck	[dek]	n. 甲板；行李仓；露天平台 / vt. 装饰；装甲板；打扮 / n. (Deck)人名；(英、法、德)德克	We spent time on the deck of the boat.	我们在船的甲板上打发时光。	Anki 高频单词6262
1479	declaration	[.deklə'reɪʃ(ə)n]	n. （纳税品等的）申报；宣布；公告；申诉书	The Declaration of Independence declared that the United States were independent from England.	《独立宣言》宣告美国从英国的统治下独立出来。	Anki 高频单词6262
1480	declare	[dɪ'kler]	vt. 宣布，声明；断言，宣称 / vi. 声明，宣布	I now declare this meeting open.	我现在宣布会议开始。	Anki 高频单词6262
1481	decline	[dɪ'klaɪn]	n. 下降；衰退；斜面 / vt. 谢绝；婉拒 / vi. 下降；衰落；谢绝	Ordinary people’s incomes have been declining every year in many Western countries.	在很多西方国家，普通人的收入每年都在下降。	Anki 高频单词6262
1482	decorate	['dekə.reɪt]	vt. 装饰；布置；授勋给 / vi. 装饰；布置	We decorate the tree to celebrate Christmas.	我们装饰了这棵树来庆祝圣诞。	Anki 高频单词6262
1483	decoration	[.dekə'reɪʃ(ə)n]	n. 装饰，装潢；装饰品；奖章	The flowers, hanging lights, and other decorations were for the wedding feast.	这些美丽的花，悬挂的灯饰，还有其他的装饰都是为了婚宴。	Anki 高频单词6262
1484	decorative	['dekə.reɪtɪv]	adj. 装饰性的；装潢用的	The decorative bow enhances the appearance of the gift.	具有装饰性的蝴蝶结会让礼物显得更具观瞻性。	Anki 高频单词6262
1485	decrease	[dɪˈkriːs ]	n. 减少，减小；减少量 / vt. 减少，减小 / vi. 减少，减小	My IQ decreased drastically after watching too many Korean dramas.	看了太多韩剧后，我的智商都急剧降低了。	Anki 高频单词6262
1486	dedicate	[ˈdedɪkeɪt ]	vt. 致力；献身；题献	I dedicate this award to all of my fans.	我把这个奖献给我所有的粉丝。	Anki 高频单词6262
1487	dedicated	[ˈdedɪˌkeɪtəd]	adj. 专用的；专注的；献身的 / v. 以…奉献；把…用于（dedicate的过去式和过去分词）	He was very dedicated to his homework.	他做作业时非常认真。	Anki 高频单词6262
1488	dedication	[.dedɪ'keɪʃ(ə)n]	n. 奉献；献身；赠言	Blood donation is a representation of the spirit of dedication.	无偿献血是奉献精神的一种体现。	Anki 高频单词6262
1489	deed	[did]	n. 行动；功绩；证书；[法] 契据 / vt. 立契转让	Superman did many good deeds for people.	超人为人们做了很多好事。	Anki 高频单词6262
1490	deem	[diːm ]	vt. 认为，视作；相信 / vi. 认为，持某种看法；作某种评价 / n. (Deem)人名；(英)迪姆	He deemed the music beautiful.	他觉得音乐悦耳。	Anki 高频单词6262
1491	deep	[dip]	n. 深处；深渊 / adj. 深的；低沉的；深奥的 / adv. 深入地；深深地；迟 / n. (Deep)人名；(英)迪普	The ship lies deep under the sea.	那艘船在大海深处。	Anki 高频单词6262
1492	deeply	['dipli]	adv. 深刻地；浓浓地；在深处	I care deeply for my new baby.	我深深地牵挂着我刚出生的小宝宝。	Anki 高频单词6262
1493	deer	[dir]	n. 鹿 / n. (Deer)人名；(英)迪尔	The deer is eating on the grass.	那只鹿正在草地上进食。	Anki 高频单词6262
1494	default	[dɪ'fɔ:lt]	n. 违约；缺席；缺乏；系统默认值 / vt. 不履行；不参加（比赛等）；对…处以缺席裁判 / vi. 拖欠；不履行；不到场	Will the US default on its debt towards China?	美国会拖欠中国的债务吗？	Anki 高频单词6262
1495	defeat	[dɪ'fit]	n. 失败的事实；击败的行为 / vt. 击败，战胜；挫败；使…失败	Tipping your king over is the symbol of defeat in Western chess.	推倒你的国王在国际象棋中是胜利的象征。	Anki 高频单词6262
1496	defect	[dɪ'fekt]	n. 缺点，缺陷；不足之处 / vi. 变节；叛变	This old computer has a lot of serious defects we need to fix.	这台旧电脑有很多严重的毛病需要我们修理。	Anki 高频单词6262
1497	defence	[dɪˈfens ]	n. 防御；防卫；答辩；防卫设备	The woman learns self defence.	这个女人学习自卫。	Anki 高频单词6262
1498	defend	[dɪ'fend]	vi. 保卫；防守 / vt. 辩护；防护	I can use this to defend against attacks.	我可以用这个东西抵御攻击。	Anki 高频单词6262
1499	defendant	[dɪ'fendənt]	n. 被告 / adj. 辩护的；为自己辩护的	The defendant was accused of killing his wife.	被告被控杀妻。	Anki 高频单词6262
